ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Player A,Player B,ARank,BRank,APts,BPts,A1,B1,A2,B2,A3,B3,A4,B4,A5,B5,Asets,Bsets,Comment,B365A,B365B,PSA,PSB,Result
1,Brisbane,Brisbane International,2017-01-01,ATP250,Outdoor,Hard,1st Round,3,Thompson J.,Ymer E.,79.0,160.0,689.0,372.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.28,3.5,1.31,3.73,1.0
1,Brisbane,Brisbane International,2017-01-02,ATP250,Outdoor,Hard,1st Round,3,Mahut N.,Robert S.,39.0,54.0,1102.0,854.0,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.5,2.5,1.58,2.52,1.0
1,Brisbane,Brisbane International,2017-01-02,ATP250,Outdoor,Hard,1st Round,3,Ferrer D.,Tomic B.,21.0,26.0,1785.0,1465.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.9,1.8,2.1,1.81,1.0
1,Brisbane,Brisbane International,2017-01-02,ATP250,Outdoor,Hard,1st Round,3,Edmund K.,Escobedo E.,45.0,141.0,1001.0,443.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.42,3.09,1.0
1,Brisbane,Brisbane International,2017-01-02,ATP250,Outdoor,Hard,1st Round,3,Dimitrov G.,Johnson S.,17.0,33.0,2035.0,1320.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.41,3.13,1.0
1,Brisbane,Brisbane International,2017-01-03,ATP250,Outdoor,Hard,1st Round,3,Donaldson J.,Muller G.,105.0,34.0,570.0,1255.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.62,1.44,2.74,1.51,1.0
1,Brisbane,Brisbane International,2017-01-03,ATP250,Outdoor,Hard,1st Round,3,Herbert P.H.,Groth S.,78.0,180.0,698.0,320.0,3.0,6.0,7.0,5.0,5.0,7.0,,,,,1.0,2.0,Completed,1.57,2.25,1.66,2.34,0.0
1,Brisbane,Brisbane International,2017-01-03,ATP250,Outdoor,Hard,1st Round,3,Pouille L.,Simon G.,15.0,25.0,2156.0,1585.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.8,1.9,1.93,1.95,1.0
1,Brisbane,Brisbane International,2017-01-03,ATP250,Outdoor,Hard,1st Round,3,Troicki V.,Nishioka Y.,29.0,100.0,1385.0,604.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.54,2.62,1.0
1,Brisbane,Brisbane International,2017-01-03,ATP250,Outdoor,Hard,1st Round,3,Querrey S.,Schwartzman D.,31.0,52.0,1355.0,864.0,2.0,6.0,4.0,6.0,,,,,,,0.0,2.0,Completed,1.61,2.2,1.74,2.2,0.0
1,Brisbane,Brisbane International,2017-01-03,ATP250,Outdoor,Hard,1st Round,3,Zverev M.,De Minaur A.,51.0,351.0,874.0,132.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.49,2.8,1.0
1,Brisbane,Brisbane International,2017-01-03,ATP250,Outdoor,Hard,1st Round,3,Nadal R.,Dolgopolov O.,9.0,62.0,3300.0,760.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.16,5.0,1.15,6.34,1.0
1,Brisbane,Brisbane International,2017-01-04,ATP250,Outdoor,Hard,2nd Round,3,Nishikori K.,Donaldson J.,5.0,105.0,4905.0,570.0,4.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,1.1,7.0,1.12,7.58,1.0
1,Brisbane,Brisbane International,2017-01-04,ATP250,Outdoor,Hard,2nd Round,3,Thompson J.,Ferrer D.,79.0,21.0,689.0,1785.0,4.0,6.0,7.0,5.0,7.0,5.0,,,,,2.0,1.0,Completed,4.5,1.18,4.93,1.22,1.0
1,Brisbane,Brisbane International,2017-01-04,ATP250,Outdoor,Hard,2nd Round,3,Edmund K.,Pouille L.,45.0,15.0,1001.0,2156.0,6.0,3.0,3.0,1.0,,,,,,,1.0,0.0,Retired,2.62,1.44,2.6,1.56,1.0
1,Brisbane,Brisbane International,2017-01-04,ATP250,Outdoor,Hard,2nd Round,3,Troicki V.,Wawrinka S.,29.0,4.0,1385.0,5315.0,6.0,7.0,4.0,6.0,,,,,,,0.0,2.0,Completed,3.4,1.3,3.6,1.34,0.0
1,Brisbane,Brisbane International,2017-01-05,ATP250,Outdoor,Hard,2nd Round,3,Mahut N.,Dimitrov G.,39.0,17.0,1102.0,2035.0,2.0,6.0,4.0,6.0,,,,,,,0.0,2.0,Completed,4.5,1.18,5.0,1.21,0.0
1,Brisbane,Brisbane International,2017-01-05,ATP250,Outdoor,Hard,2nd Round,3,Thiem D.,Groth S.,8.0,180.0,3415.0,320.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.16,4.5,1.22,4.97,1.0
1,Brisbane,Brisbane International,2017-01-05,ATP250,Outdoor,Hard,2nd Round,3,Raonic M.,Schwartzman D.,3.0,52.0,5450.0,864.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.15,6.44,1.0
1,Brisbane,Brisbane International,2017-01-05,ATP250,Outdoor,Hard,2nd Round,3,Nadal R.,Zverev M.,9.0,51.0,3300.0,874.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.12,6.0,1.14,6.76,1.0
1,Brisbane,Brisbane International,2017-01-06,ATP250,Outdoor,Hard,Quarterfinals,3,Wawrinka S.,Edmund K.,4.0,45.0,5315.0,1001.0,6.0,7.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,1.28,3.5,1.33,3.77,1.0
1,Brisbane,Brisbane International,2017-01-06,ATP250,Outdoor,Hard,Quarterfinals,3,Nishikori K.,Thompson J.,5.0,79.0,4905.0,689.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.16,5.0,1.15,6.73,1.0
1,Brisbane,Brisbane International,2017-01-06,ATP250,Outdoor,Hard,Quarterfinals,3,Thiem D.,Dimitrov G.,8.0,17.0,3415.0,2035.0,3.0,6.0,6.0,4.0,3.0,6.0,,,,,1.0,2.0,Completed,2.1,1.66,2.36,1.68,0.0
1,Brisbane,Brisbane International,2017-01-06,ATP250,Outdoor,Hard,Quarterfinals,3,Raonic M.,Nadal R.,3.0,9.0,5450.0,3300.0,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,2.37,1.53,2.31,1.7,1.0
1,Brisbane,Brisbane International,2017-01-07,ATP250,Outdoor,Hard,Semifinals,3,Wawrinka S.,Nishikori K.,4.0,5.0,5315.0,4905.0,6.0,7.0,3.0,6.0,,,,,,,0.0,2.0,Completed,2.25,1.61,2.52,1.61,0.0
1,Brisbane,Brisbane International,2017-01-07,ATP250,Outdoor,Hard,Semifinals,3,Raonic M.,Dimitrov G.,3.0,17.0,5450.0,2035.0,6.0,7.0,2.0,6.0,,,,,,,0.0,2.0,Completed,1.44,2.75,1.46,2.99,0.0
1,Brisbane,Brisbane International,2017-01-08,ATP250,Outdoor,Hard,The Final,3,Nishikori K.,Dimitrov G.,5.0,17.0,4905.0,2035.0,2.0,6.0,6.0,2.0,3.0,6.0,,,,,1.0,2.0,Completed,1.44,2.75,1.53,2.74,0.0
2,Chennai,Chennai Open,2017-01-02,ATP250,Outdoor,Hard,1st Round,3,Mektic N.,Darcis S.,331.0,86.0,144.0,658.0,2.0,6.0,3.0,6.0,,,,,,,0.0,2.0,Completed,4.0,1.22,4.25,1.26,0.0
2,Chennai,Chennai Open,2017-01-02,ATP250,Outdoor,Hard,1st Round,3,Sela D.,Dzumhur D.,96.0,77.0,616.0,699.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.0,1.72,2.1,1.81,1.0
2,Chennai,Chennai Open,2017-01-02,ATP250,Outdoor,Hard,1st Round,3,Monteiro T.,Medvedev D.,82.0,99.0,674.0,611.0,3.0,6.0,3.0,6.0,,,,,,,0.0,2.0,Completed,4.5,1.18,4.36,1.25,0.0
2,Chennai,Chennai Open,2017-01-02,ATP250,Outdoor,Hard,1st Round,3,Kovalik J.,Elias G.,117.0,81.0,501.0,675.0,6.0,7.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,1.44,2.62,1.57,2.55,1.0
2,Chennai,Chennai Open,2017-01-02,ATP250,Outdoor,Hard,1st Round,3,Chung H.,Coric B.,104.0,48.0,571.0,945.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.66,2.1,1.79,2.12,1.0
2,Chennai,Chennai Open,2017-01-03,ATP250,Outdoor,Hard,1st Round,3,Olivo R.,Ruud C.,83.0,225.0,670.0,231.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.8,1.9,1.94,1.94,1.0
2,Chennai,Chennai Open,2017-01-03,ATP250,Outdoor,Hard,1st Round,3,Bedene A.,Garcia-Lopez G.,101.0,70.0,592.0,725.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.66,2.1,1.74,2.2,1.0
