ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Player A,Player B,ARank,BRank,APts,BPts,A1,B1,A2,B2,A3,B3,A4,B4,A5,B5,Asets,Bsets,Comment,B365A,B365B,PSA,PSB,Result
1,Doha,Qatar Exxon Mobil Open,2020-01-06,ATP250,Outdoor,Hard,1st Round,3,Bublik A.,Mannarino A.,55.0,43.0,919.0,1111.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.0,1.72,2.21,1.74,1.0
1,Doha,Qatar Exxon Mobil Open,2020-01-06,ATP250,Outdoor,Hard,1st Round,3,Sandgren T.,Moutet C.,68.0,81.0,803.0,638.0,6.0,7.0,4.0,6.0,,,,,,,0.0,2.0,Completed,2.25,1.57,2.47,1.6,0.0
1,Doha,Qatar Exxon Mobil Open,2020-01-06,ATP250,Outdoor,Hard,1st Round,3,Andujar P.,Verdasco F.,64.0,49.0,867.0,1025.0,4.0,6.0,3.0,6.0,,,,,,,0.0,2.0,Completed,3.75,1.25,3.74,1.31,0.0
1,Doha,Qatar Exxon Mobil Open,2020-01-06,ATP250,Outdoor,Hard,1st Round,3,Ymer M.,Bedene A.,76.0,58.0,681.0,905.0,6.0,3.0,4.0,6.0,3.0,6.0,,,,,1.0,2.0,Completed,1.83,1.83,1.92,1.97,0.0
1,Doha,Qatar Exxon Mobil Open,2020-01-06,ATP250,Outdoor,Hard,1st Round,3,Barrere G.,Chardy J.,83.0,54.0,636.0,920.0,3.0,6.0,6.0,3.0,3.0,6.0,,,,,1.0,2.0,Completed,2.5,1.5,2.62,1.54,0.0
1,Doha,Qatar Exxon Mobil Open,2020-01-06,ATP250,Outdoor,Hard,1st Round,3,Kecmanovic M.,Thompson J.,62.0,63.0,881.0,878.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.66,2.1,1.74,2.21,1.0
1,Doha,Qatar Exxon Mobil Open,2020-01-06,ATP250,Outdoor,Hard,1st Round,3,Krajinovic F.,Edmund K.,40.0,69.0,1148.0,800.0,4.0,6.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed,1.83,1.83,1.9,1.99,1.0
1,Doha,Qatar Exxon Mobil Open,2020-01-07,ATP250,Outdoor,Hard,1st Round,3,Djere L.,Sonego L.,39.0,51.0,1151.0,990.0,6.0,1.0,3.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,3.0,1.36,3.18,1.4,1.0
1,Doha,Qatar Exxon Mobil Open,2020-01-07,ATP250,Outdoor,Hard,1st Round,3,Fucsovics M.,Tiafoe F.,70.0,47.0,790.0,1050.0,6.0,4.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.0,1.72,2.03,1.86,1.0
1,Doha,Qatar Exxon Mobil Open,2020-01-07,ATP250,Outdoor,Hard,1st Round,3,Berankis R.,Ilkel C.,67.0,279.0,804.0,144.0,2.0,6.0,6.0,4.0,2.0,6.0,,,,,1.0,2.0,Completed,1.28,3.5,1.37,3.34,0.0
1,Doha,Qatar Exxon Mobil Open,2020-01-07,ATP250,Outdoor,Hard,1st Round,3,Jaziri M.,Kukushkin M.,229.0,66.0,206.0,816.0,0.0,6.0,3.0,6.0,,,,,,,0.0,2.0,Completed,3.5,1.28,3.74,1.31,0.0
1,Doha,Qatar Exxon Mobil Open,2020-01-07,ATP250,Outdoor,Hard,1st Round,3,Cecchinato M.,Herbert P.H.,75.0,65.0,690.0,840.0,3.0,6.0,4.0,6.0,,,,,,,0.0,2.0,Completed,2.37,1.53,2.55,1.57,0.0
1,Doha,Qatar Exxon Mobil Open,2020-01-07,ATP250,Outdoor,Hard,2nd Round,3,Bedene A.,Bublik A.,58.0,55.0,905.0,919.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.66,2.1,1.83,2.09,1.0
1,Doha,Qatar Exxon Mobil Open,2020-01-07,ATP250,Outdoor,Hard,2nd Round,3,Chardy J.,Wawrinka S.,54.0,15.0,920.0,1955.0,3.0,6.0,4.0,6.0,,,,,,,0.0,2.0,Completed,3.4,1.3,3.08,1.43,0.0
1,Doha,Qatar Exxon Mobil Open,2020-01-08,ATP250,Outdoor,Hard,2nd Round,3,Rublev A.,Kukushkin M.,23.0,66.0,1584.0,816.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.3,3.4,1.29,4.01,1.0
