ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Player A,Player B,ARank,BRank,APts,BPts,A1,B1,A2,B2,A3,B3,A4,B4,A5,B5,Asets,Bsets,Comment,B365A,B365B,PSA,PSB,Result
1,Brisbane,Brisbane International,2015-01-05,ATP250,Outdoor,Hard,1st Round,3,Simon G.,Duckworth J.,21.0,125.0,1730.0,430.0,2.0,6.0,2.0,6.0,,,,,,,0.0,2.0,Completed,1.18,4.5,1.23,4.67,0.0
1,Brisbane,Brisbane International,2015-01-05,ATP250,Outdoor,Hard,1st Round,3,Kokkinakis T.,Benneteau J.,149.0,25.0,341.0,1365.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.62,1.44,2.67,1.53,1.0
1,Brisbane,Brisbane International,2015-01-05,ATP250,Outdoor,Hard,1st Round,3,Chardy J.,Golubev A.,31.0,72.0,1195.0,691.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.28,3.5,1.34,3.5,1.0
1,Brisbane,Brisbane International,2015-01-05,ATP250,Outdoor,Hard,1st Round,3,Tomic B.,Querrey S.,53.0,35.0,797.0,1090.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.65,2.37,1.0
1,Brisbane,Brisbane International,2015-01-06,ATP250,Outdoor,Hard,1st Round,3,Kukushkin M.,Copil M.,69.0,201.0,705.0,242.0,6.0,4.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.53,2.37,1.48,2.84,1.0
1,Brisbane,Brisbane International,2015-01-06,ATP250,Outdoor,Hard,1st Round,3,Anderson K.,Kubot L.,16.0,177.0,2080.0,282.0,6.0,7.0,4.0,6.0,,,,,,,0.0,2.0,Completed,1.28,3.5,1.28,4.06,0.0
1,Brisbane,Brisbane International,2015-01-06,ATP250,Outdoor,Hard,1st Round,3,Matosevic M.,Johnson S.,77.0,37.0,657.0,999.0,6.0,2.0,6.0,7.0,5.0,7.0,,,,,1.0,2.0,Completed,1.72,2.0,1.78,2.14,0.0
1,Brisbane,Brisbane International,2015-01-06,ATP250,Outdoor,Hard,1st Round,3,Nieminen J.,Kudla D.,73.0,123.0,689.0,440.0,4.0,6.0,6.0,1.0,6.0,4.0,,,,,2.0,1.0,Completed,1.66,2.1,1.69,2.29,1.0
1,Brisbane,Brisbane International,2015-01-06,ATP250,Outdoor,Hard,1st Round,3,Melzer J.,Klizan M.,110.0,34.0,505.0,1094.0,7.0,6.0,6.0,7.0,1.0,6.0,,,,,1.0,2.0,Completed,2.1,1.66,2.2,1.74,0.0
1,Brisbane,Brisbane International,2015-01-06,ATP250,Outdoor,Hard,1st Round,3,Williams R.,Millman J.,220.0,153.0,221.0,328.0,3.0,6.0,1.0,6.0,,,,,,,0.0,2.0,Completed,2.75,1.4,2.8,1.49,0.0
1,Brisbane,Brisbane International,2015-01-06,ATP250,Outdoor,Hard,1st Round,3,Berlocq C.,Dolgopolov O.,71.0,23.0,700.0,1455.0,2.0,6.0,3.0,6.0,,,,,,,0.0,2.0,Completed,3.75,1.25,3.86,1.3,0.0
1,Brisbane,Brisbane International,2015-01-06,ATP250,Outdoor,Hard,1st Round,3,Hewitt L.,Groth S.,84.0,85.0,595.0,586.0,3.0,6.0,2.0,6.0,,,,,,,0.0,2.0,Completed,1.4,2.75,1.4,3.17,0.0
1,Brisbane,Brisbane International,2015-01-07,ATP250,Outdoor,Hard,2nd Round,3,Dolgopolov O.,Klizan M.,23.0,34.0,1455.0,1094.0,6.0,1.0,6.0,7.0,6.0,7.0,,,,,1.0,2.0,Completed,1.4,2.75,1.49,2.82,0.0
