ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Player A,Player B,ARank,BRank,APts,BPts,A1,B1,A2,B2,A3,B3,A4,B4,A5,B5,Asets,Bsets,Comment,B365A,B365B,PSA,PSB,Result
1,Brisbane,Brisbane International,2012-01-01,ATP250,Outdoor,Hard,1st Round,3,Mahut N.,Duckworth J.,80.0,275.0,653.0,171.0,4.0,6.0,4.0,6.0,,,,,,,0.0,2.0,Completed,1.2,4.33,1.23,4.65,0.0
1,Brisbane,Brisbane International,2012-01-01,ATP250,Outdoor,Hard,1st Round,3,Dolgopolov O.,Falla A.,15.0,74.0,1925.0,671.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.25,3.75,1.32,3.71,1.0
1,Brisbane,Brisbane International,2012-01-02,ATP250,Outdoor,Hard,1st Round,3,Istomin D.,Mayer F.,73.0,23.0,685.0,1630.0,7.0,6.0,2.0,3.0,,,,,,,1.0,0.0,Retired,3.25,1.33,3.29,1.38,1.0
1,Brisbane,Brisbane International,2012-01-02,ATP250,Outdoor,Hard,1st Round,3,Benneteau J.,Tomic B.,52.0,42.0,900.0,970.0,2.0,6.0,6.0,4.0,5.0,7.0,,,,,1.0,2.0,Completed,2.1,1.66,2.27,1.7,0.0
1,Brisbane,Brisbane International,2012-01-02,ATP250,Outdoor,Hard,1st Round,3,Mello R.,Muller G.,85.0,54.0,630.0,893.0,7.0,6.0,6.0,7.0,3.0,6.0,,,,,1.0,2.0,Completed,2.75,1.4,3.13,1.41,0.0
1,Brisbane,Brisbane International,2012-01-02,ATP250,Outdoor,Hard,1st Round,3,Sweeting R.,Simon G.,72.0,12.0,690.0,2165.0,3.0,6.0,4.0,6.0,,,,,,,0.0,2.0,Completed,4.33,1.2,4.48,1.24,0.0
1,Brisbane,Brisbane International,2012-01-02,ATP250,Outdoor,Hard,1st Round,3,Baghdatis M.,Harrison R.,44.0,79.0,940.0,658.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.51,2.74,1.0
1,Brisbane,Brisbane International,2012-01-03,ATP250,Outdoor,Hard,1st Round,3,Stebe C.M.,Nishikori K.,81.0,25.0,652.0,1430.0,6.0,3.0,1.0,6.0,4.0,6.0,,,,,1.0,2.0,Completed,4.0,1.22,4.29,1.26,0.0
1,Brisbane,Brisbane International,2012-01-03,ATP250,Outdoor,Hard,1st Round,3,Nieminen J.,Levine J.,77.0,164.0,666.0,308.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.44,2.99,1.0
1,Brisbane,Brisbane International,2012-01-03,ATP250,Outdoor,Hard,1st Round,3,Ito T.,Mitchell B.,122.0,227.0,474.0,214.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.51,2.72,1.0
1,Brisbane,Brisbane International,2012-01-03,ATP250,Outdoor,Hard,1st Round,3,Stepanek R.,Ebden M.,28.0,86.0,1275.0,627.0,6.0,4.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.5,2.5,1.61,2.46,1.0
1,Brisbane,Brisbane International,2012-01-03,ATP250,Outdoor,Hard,1st Round,3,Millman J.,Giraldo S.,541.0,55.0,51.0,890.0,3.0,6.0,3.0,6.0,,,,,,,0.0,2.0,Completed,3.5,1.28,4.02,1.28,0.0
1,Brisbane,Brisbane International,2012-01-03,ATP250,Outdoor,Hard,1st Round,3,Petzschner P.,Melzer J.,63.0,33.0,780.0,1170.0,6.0,1.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.37,1.53,2.35,1.66,1.0
1,Brisbane,Brisbane International,2012-01-03,ATP250,Outdoor,Hard,1st Round,3,Matosevic M.,Haas T.,203.0,205.0,240.0,237.0,3.0,6.0,5.0,7.0,,,,,,,0.0,2.0,Completed,2.37,1.53,2.34,1.66,0.0
1,Brisbane,Brisbane International,2012-01-03,ATP250,Outdoor,Hard,1st Round,3,Andreev I.,Mannarino A.,115.0,87.0,494.0,623.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.83,1.83,1.83,2.07,1.0
1,Brisbane,Brisbane International,2012-01-03,ATP250,Outdoor,Hard,1st Round,3,Kukushkin M.,Murray A.,91.0,4.0,598.0,7380.0,7.0,5.0,3.0,6.0,2.0,6.0,,,,,1.0,2.0,Completed,17.0,1.02,26.0,1.02,0.0
1,Brisbane,Brisbane International,2012-01-04,ATP250,Outdoor,Hard,2nd Round,3,Simon G.,Duckworth J.,12.0,275.0,2165.0,171.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.08,8.0,1.11,7.91,1.0
1,Brisbane,Brisbane International,2012-01-04,ATP250,Outdoor,Hard,2nd Round,3,Stepanek R.,Nieminen J.,28.0,77.0,1275.0,666.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.58,2.56,1.0
1,Brisbane,Brisbane International,2012-01-04,ATP250,Outdoor,Hard,2nd Round,3,Haas T.,Istomin D.,205.0,73.0,237.0,685.0,,,,,,,,,,,,,Walkover,1.66,2.1,1.88,2.04,0.0
1,Brisbane,Brisbane International,2012-01-04,ATP250,Outdoor,Hard,2nd Round,3,Petzschner P.,Giraldo S.,63.0,55.0,780.0,890.0,4.0,6.0,4.0,6.0,,,,,,,0.0,2.0,Completed,1.72,2.0,2.0,1.91,0.0
1,Brisbane,Brisbane International,2012-01-04,ATP250,Outdoor,Hard,2nd Round,3,Andreev I.,Dolgopolov O.,115.0,15.0,494.0,1925.0,7.0,6.0,6.0,7.0,2.0,6.0,,,,,1.0,2.0,Completed,3.0,1.38,3.31,1.38,0.0
1,Brisbane,Brisbane International,2012-01-04,ATP250,Outdoor,Hard,2nd Round,3,Baghdatis M.,Nishikori K.,44.0,25.0,940.0,1430.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.63,2.44,1.0
